"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute"
"593","HS2 Local","433.67500","433.67500","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"594","HS2 Parrot","433.67500","433.67500","D-Digital","Low","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"595","HS2 242999 DPRS","433.67500","433.67500","D-Digital","Low","12.5K","Off","Off","DPRS","Private Call","242999","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"596","HS2 Disconnect","433.67500","433.67500","D-Digital","Low","12.5K","Off","Off","DISCONNECT","Group Call","4000","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"600","HS3 242 Norway","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"601","HS3 Selected S1","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"602","HS3 Selected S2","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"603","HS3 24201 Chat 1","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"604","HS3 24202 Chat 2","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"605","HS3 24203 Chat 3","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"606","HS3 24204 Chat 4","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"607","HS3 91 Worldwide","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","91 World-Wide","Group Call","91","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"608","HS3 Local S1","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"609","HS3 Local S2","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"610","HS3 Parrot S1","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"611","HS3 Parrot S2","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"612","HS3 242999 DPRS","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","DPRS","Private Call","242999","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"613","HS3 Disconnec S1","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","DISCONNECT","Group Call","4000","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"614","HS3 Dissconne S2","434.52500","432.52500","D-Digital","Low","12.5K","Off","Off","DISCONNECT","Group Call","4000","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"630","PMR446 01","446.00630","446.00630","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"631","PMR446 02","446.01880","446.01880","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"632","PMR446 03","446.03130","446.03130","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"633","PMR446 04","446.04380","446.04380","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"634","PMR446 05","446.05630","446.05630","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"635","PMR446 06","446.06880","446.06880","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"636","PMR446 07","446.08130","446.08130","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"637","PMR446 08","446.09380","446.09380","A-Analog","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"638","DMR446 S1 01","446.10625","446.10625","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","100","100","0","0"
"639","DMR446 S1 02","446.11875","446.11875","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"640","DMR446 S1 03","446.13125","446.13125","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"641","DMR446 S1 04","446.14375","446.14375","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"642","DMR446 S1 05","446.15625","446.15625","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"643","DMR446 S1 06","446.16875","446.16875","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"644","DMR446 S1 07","446.19375","446.19375","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"645","DMR446 S1 08","446.10625","446.10625","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"646","DMR446 S2 01","446.10625","446.10625","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"647","DMR446 S2 02","446.11875","446.11875","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"648","DMR446 S2 03","446.13125","446.13125","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"649","DMR446 S2 04","446.14375","446.14375","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"650","DMR446 S2 05","446.15625","446.15625","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"651","DMR446 S2 06","446.16875","446.16875","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"652","DMR446 S2 07","446.18125","446.18125","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"653","DMR446 S2 08","446.19375","446.19375","D-Digital","Low","12.5K","Off","Off","9 Local TG 9","Group Call","9","9","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"657","KDR444 01","444.60000","444.60000","A-Analog","High","25K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"658","KDR444 02","444.65000","444.65000","A-Analog","High","25K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"659","KDR444 03","444.80000","444.80000","A-Analog","High","25K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"660","KDR444 04","444.82500","444.82500","A-Analog","High","25K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"661","KDR444 05","444.85000","444.85000","A-Analog","High","25K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"662","KDR444 06","444.60000","444.60000","A-Analog","High","25K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"666","APRS Europa","144.80000","144.80000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"667","APRS Europa UHF","432.50000","432.50000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"668","APRS NA","144.39000","144.39000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"669","APRS ISS","144.82500","144.82500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"670","Dapnet","439.98750","439.98750","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"811","Jaktradio 01","143.90000","143.90000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"812","Jaktradio 02","139.40000","139.40000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"813","Jaktradio 03","143.35000","143.35000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"814","Jaktradio 04","138.85000","138.85000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"815","Jaktradio 05","143.25000","143.25000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"816","Jaktradio 06","138.75000","138.75000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"821","Rescue 01","143.87500","143.87500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"822","SIK02 Duplex","143.80000","139.30000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"823","SIK03 Simplex","139.22500","139.22500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"824","SIK04 Simplex","143.72500","143.72500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"825","SIK05 Duplex","143.70000","139.20000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"826","SIK06 Simplex","139.37500","139.37500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"827","SIK07 Duplex","143.75000","139.25000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"828","SIK08 Duplex","143.77500","139.27500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"829","SIK08 Simplex","143.77500","143.77500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"830","SIK10 Duplex","143.67500","139.17500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"831","SIK11 Duplex","143.55000","139.05000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"832","SIK12 Duplex","143.85000","139.35000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"833","SIK12A Duplex","143.62500","139.12500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"834","SIK12B Duplex","143.82500","139.32500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"835","SIK12C Duplex","143.57500","139.07500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"836","SIK13 Duplex","143.52500","139.02500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"837","SANK1 Simplex","143.12500","143.12500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"838","SANK2 Simplex","138.62500","138.62500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"839","VINSJ1 Simplex","143.82500","143.82500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"840","VINSJ2 Simplex","139.32500","139.32500","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"861","01 Workchannel","160.65000","156.05000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"862","02 Workchannel","160.70000","156.10000","A-Analog","Turbo","12.5K","Off","Off","242 Norway","Group Call","242","Master","Off","Carrier","Off","1","1","1","Off","1","1","None","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
